subject,target,ttype,mode,window,r
dmnelf004,CEN,orig,best,fb,-0.1546092726653599
dmnelf004,CEN,orig,frontal,fb,-0.09218183946967239
dmnelf004,CEN,orig,all,fb,-0.13312308183329521
dmnelf004,CEN,orig,epoc,fb,-0.17296162915251698
dmnelf004,CEN,orig,epoc_afproxy,fb,-0.08773101723790724
dmnelf004,DMN,orig,best,fb,-0.005547328931502601
dmnelf004,DMN,orig,frontal,fb,-0.00047703741073748665
dmnelf004,DMN,orig,all,fb,0.01045121687912082
dmnelf004,DMN,orig,epoc,fb,0.08588775022813397
dmnelf004,DMN,orig,epoc_afproxy,fb,0.00794544039237876
dmnelf004,PDA,orig,best,fb,0.286400662479375
dmnelf004,PDA,orig,frontal,fb,0.2157288481798478
dmnelf004,PDA,orig,all,fb,0.20593856877063474
dmnelf004,PDA,orig,epoc,fb,0.21579285408272014
dmnelf004,PDA,orig,epoc_afproxy,fb,0.19816477058646947
dmnelf004,CEN,clean,best,fb,-0.04997529361905825
dmnelf004,CEN,clean,frontal,fb,-0.09208856384614207
dmnelf004,CEN,clean,all,fb,-0.08827604154457712
dmnelf004,CEN,clean,epoc,fb,-0.056856084879869956
dmnelf004,CEN,clean,epoc_afproxy,fb,-0.08868478152988082
