subject,target,ttype,mode,window,r
dmnelf001,CEN,orig,best,fb,0.1322855426839661
dmnelf001,CEN,orig,frontal,fb,0.22819728196652353
dmnelf001,CEN,orig,all,fb,0.20711957479461957
dmnelf001,CEN,orig,epoc,fb,0.23498299481719753
dmnelf001,CEN,orig,epoc_afproxy,fb,0.26824570417582594
dmnelf001,DMN,orig,best,fb,0.15910905336105463
dmnelf001,DMN,orig,frontal,fb,0.022855192126596
dmnelf001,DMN,orig,all,fb,0.0888477023150987
dmnelf001,DMN,orig,epoc,fb,0.0860487390453229
dmnelf001,DMN,orig,epoc_afproxy,fb,0.0998525938309949
dmnelf001,PDA,orig,best,fb,0.104450291060362
dmnelf001,PDA,orig,frontal,fb,0.05085693772603384
dmnelf001,PDA,orig,all,fb,0.07963739502714544
dmnelf001,PDA,orig,epoc,fb,0.07276774858423116
dmnelf001,PDA,orig,epoc_afproxy,fb,0.06796070439555035
dmnelf001,CEN,clean,best,fb,0.12863335564156703
dmnelf001,CEN,clean,frontal,fb,0.0021516684735466882
dmnelf001,CEN,clean,all,fb,0.024068362964621195
dmnelf001,CEN,clean,epoc,fb,0.022949551362950855
dmnelf001,CEN,clean,epoc_afproxy,fb,0.03472570628648913
